warning: `VIRTUAL_ENV=/usr` does not match the project environment path `.venv` and will be ignored; use `--active` to target the active environment instead
W0327 08:31:43.570000 11341 .venv/lib/python3.10/site-packages/torch/_inductor/utils.py:1613] [0/0] Not enough SMs to use max_autotune_gemm mode
Vocab size: 8,192
Model config: {'sequence_len': 2048, 'vocab_size': 8192, 'n_layer': 4, 'n_head': 2, 'n_kv_head': 2, 'n_embd': 256, 'window_pattern': 'L'}
Parameter counts:
  wte                     : 2,097,152
  value_embeds            : 4,194,304
  lm_head                 : 2,097,152
  transformer_matrices    : 3,145,856
  scalars                 : 8
  total                   : 11,534,472
Estimated FLOPs per token: 5.662387e+07
Scaling AdamW LRs by 1/sqrt(256/768) = 1.732051
Time budget: 300s
Gradient accumulation steps: 1
step 00000 (0.0%) | loss: 9.011421 | lrm: 0.00 | dt: 15733ms | tok/sec: 1,041 | mfu: 0.0% | epoch: 1 | remaining: 300s    
step 03071 (43.0%) | loss: 3.842505 | lrm: 1.00 | dt: 43ms | tok/sec: 378,321 | mfu: 2.2% | epoch: 1 | remaining: 171s    
step 03072 (43.0%) | loss: 3.825010 | lrm: 1.00 | dt: 42ms | tok/sec: 388,370 | mfu: 2.2% | epoch: 1 | remaining: 171s    
step 03073 (43.0%) | loss: 3.818468 | lrm: 1.00 | dt: 42ms | tok/sec: 390,003 | mfu: 2.2% | epoch: 1 | remaining: 171s    
step 03074 (43.0%) | loss: 3.820049 | lrm: 1.00 | dt: 42ms | tok/sec: 390,589 | mfu: 2.2% | epoch: 1 | remaining: 171s    
step 03075 (43.0%) | loss: 3.826431 | lrm: 1.00 | dt: 42ms | tok/sec: 390,753 | mfu: 2.2% | epoch: 1 | remaining: 171s    
step 03076 (43.1%) | loss: 3.839635 | lrm: 1.00 | dt: 42ms | tok/sec: 390,396 | mfu: 2.2% | epoch: 1 | remaining: 171s    
step 03077 (43.1%) | loss: 3.825920 | lrm: 1.00 | dt: 42ms | tok/sec: 390,571 | mfu: 2.2% | epoch: 1 | remaining: 171s    
step 03078 (43.1%) | loss: 3.820697 | lrm: 1.00 | dt: 42ms | tok/sec: 389,343 | mfu: 2.2% | epoch: 1 | remaining: 171s    
step 03079 (43.1%) | loss: 3.835235 | lrm: 1.00 | dt: 42ms | tok/sec: 388,964 | mfu: 2.2% | epoch: 1 | remaining: 171s    
step 03080 (43.1%) | loss: 3.848039 | lrm: 1.00 | dt: 42ms | tok/sec: 389,975 | mfu: 2.2% | epoch: 1 | remaining: 171s    
step 03081 (43.1%) | loss: 3.834937 | lrm: 1.00 | dt: 42ms | tok/sec: 390,026 | mfu: 2.2% | epoch: 1 | remaining: 171s    
step 03082 (43.1%) | loss: 3.828920 | lrm: 1.00 | dt: 42ms | tok/sec: 389,754 | mfu: 2.2% | epoch: 1 | remaining: 171s    
step 03083 (43.2%) | loss: 3.843023 | lrm: 1.00 | dt: 42ms | tok/sec: 388,546 | mfu: 2.2% | epoch: 1 | remaining: 170s    
step 03084 (43.2%) | loss: 3.863088 | lrm: 1.00 | dt: 42ms | tok/sec: 390,311 | mfu: 2.2% | epoch: 1 | remaining: 170s    
step 03085 (43.2%) | loss: 3.864996 | lrm: 1.00 | dt: 42ms | tok/sec: 390,391 | mfu: 2.2% | epoch: 1 | remaining: 170s    
step 03086 (43.2%) | loss: 3.863221 | lrm: 1.00 | dt: 42ms | tok/sec: 390,589 | mfu: 2.2% | epoch: 1 | remaining: 170s    
step 03087 (43.2%) | loss: 3.853069 | lrm: 1.00 | dt: 42ms | tok/sec: 390,866 | mfu: 2.2% | epoch: 1 | remaining: 170s    
step 03088 (43.2%) | loss: 3.847392 | lrm: 1.00 | dt: 42ms | tok/sec: 390,396 | mfu: 2.2% | epoch: 1 | remaining: 170s    
step 03089 (43.2%) | loss: 3.858496 | lrm: 1.00 | dt: 42ms | tok/sec: 390,546 | mfu: 2.2% | epoch: 1 | remaining: 170s    
step 03090 (43.3%) | loss: 3.868103 | lrm: 1.00 | dt: 44ms | tok/sec: 374,660 | mfu: 2.1% | epoch: 1 | remaining: 170s    
step 03091 (43.3%) | loss: 3.850801 | lrm: 1.00 | dt: 43ms | tok/sec: 377,882 | mfu: 2.2% | epoch: 1 | remaining: 170s    
step 03092 (43.3%) | loss: 3.840817 | lrm: 1.00 | dt: 43ms | tok/sec: 379,464 | mfu: 2.2% | epoch: 1 | remaining: 170s    
step 03093 (43.3%) | loss: 3.858205 | lrm: 1.00 | dt: 43ms | tok/sec: 379,506 | mfu: 2.2% | epoch: 1 | remaining: 170s    
step 03094 (43.3%) | loss: 3.861078 | lrm: 1.00 | dt: 44ms | tok/sec: 372,114 | mfu: 2.1% | epoch: 1 | remaining: 170s    
step 03095 (43.3%) | loss: 3.854098 | lrm: 1.00 | dt: 43ms | tok/sec: 382,305 | mfu: 2.2% | epoch: 1 | remaining: 170s    
step 03096 (43.3%) | loss: 3.852357 | lrm: 1.00 | dt: 42ms | tok/sec: 389,780 | mfu: 2.2% | epoch: 1 | remaining: 170s    
step 03097 (43.4%) | loss: 3.845637 | lrm: 1.00 | dt: 42ms | tok/sec: 390,201 | mfu: 2.2% | epoch: 1 | remaining: 170s    
step 03098 (43.4%) | loss: 3.855620 | lrm: 1.00 | dt: 42ms | tok/sec: 390,884 | mfu: 2.2% | epoch: 1 | remaining: 170s    
step 03099 (43.4%) | loss: 3.859912 | lrm: 1.00 | dt: 42ms | tok/sec: 391,029 | mfu: 2.2% | epoch: 1 | remaining: 170s    
step 03100 (43.4%) | loss: 3.842533 | lrm: 1.00 | dt: 42ms | tok/sec: 390,877 | mfu: 2.2% | epoch: 1 | remaining: 170s    
step 03101 (43.4%) | loss: 3.840780 | lrm: 1.00 | dt: 42ms | tok/sec: 390,560 | mfu: 2.2% | epoch: 1 | remaining: 170s    
step 03102 (43.4%) | loss: 3.851180 | lrm: 1.00 | dt: 42ms | tok/sec: 390,564 | mfu: 2.2% | epoch: 1 | remaining: 170s    
step 03103 (43.4%) | loss: 3.853505 | lrm: 1.00 | dt: 42ms | tok/sec: 388,423 | mfu: 2.2% | epoch: 1 | remaining: 170s    
step 03104 (43.5%) | loss: 3.809174 | lrm: 1.00 | dt: 42ms | tok/sec: 390,782 | mfu: 2.2% | epoch: 1 | remaining: 170s    
step 03105 (43.5%) | loss: 3.801717 | lrm: 1.00 | dt: 42ms | tok/sec: 390,336 | mfu: 2.2% | epoch: 1 | remaining: 170s    
step 03106 (43.5%) | loss: 3.801930 | lrm: 1.00 | dt: 42ms | tok/sec: 388,302 | mfu: 2.2% | epoch: 1 | remaining: 170s    
step 03107 (43.5%) | loss: 3.805525 | lrm: 1.00 | dt: 42ms | tok/sec: 390,618 | mfu: 2.2% | epoch: 1 | remaining: 169s    
step 03108 (43.5%) | loss: 3.797482 | lrm: 1.00 | dt: 42ms | tok/sec: 390,469 | mfu: 2.2% | epoch: 1 | remaining: 169s    
step 03109 (43.5%) | loss: 3.772284 | lrm: 1.00 | dt: 42ms | tok/sec: 390,649 | mfu: 2.2% | epoch: 1 | remaining: 169s    
step 03110 (43.5%) | loss: 3.771634 | lrm: 1.00 | dt: 42ms | tok/sec: 390,644 | mfu: 2.2% | epoch: 1 | remaining: 169s    
step 03111 (43.5%) | loss: 3.767660 | lrm: 1.00 | dt: 42ms | tok/sec: 390,535 | mfu: 2.2% | epoch: 1 | remaining: 169s    
step 03112 (43.6%) | loss: 3.776012 | lrm: 1.00 | dt: 42ms | tok/sec: 390,813 | mfu: 2.2% | epoch: 1 | remaining: 169s    
step 03113 (43.6%) | loss: 3.761149 | lrm: 1.00 | dt: 42ms | tok/sec: 390,700 | mfu: 2.2% | epoch: 1 | remaining: 169s    
step 03114 (43.6%) | loss: 3.774194 | lrm: 1.00 | dt: 42ms | tok/sec: 391,113 | mfu: 2.2% | epoch: 1 | remaining: 169s    
step 03115 (43.6%) | loss: 3.793621 | lrm: 1.00 | dt: 42ms | tok/sec: 390,367 | mfu: 2.2% | epoch: 1 | remaining: 169s    
step 03116 (43.6%) | loss: 3.793416 | lrm: 1.00 | dt: 42ms | tok/sec: 387,291 | mfu: 2.2% | epoch: 1 | remaining: 169s    
step 03117 (43.6%) | loss: 3.789709 | lrm: 1.00 | dt: 44ms | tok/sec: 373,003 | mfu: 2.1% | epoch: 1 | remaining: 169s    
step 03118 (43.6%) | loss: 3.792324 | lrm: 1.00 | dt: 44ms | tok/sec: 368,965 | mfu: 2.1% | epoch: 1 | remaining: 169s    
step 03119 (43.7%) | loss: 3.779952 | lrm: 1.00 | dt: 42ms | tok/sec: 388,563 | mfu: 2.2% | epoch: 1 | remaining: 169s    
step 03120 (43.7%) | loss: 3.780939 | lrm: 1.00 | dt: 42ms | tok/sec: 390,407 | mfu: 2.2% | epoch: 1 | remaining: 169s    
step 03121 (43.7%) | loss: 3.799550 | lrm: 1.00 | dt: 42ms | tok/sec: 390,564 | mfu: 2.2% | epoch: 1 | remaining: 169s    
step 03122 (43.7%) | loss: 3.801198 | lrm: 1.00 | dt: 42ms | tok/sec: 390,409 | mfu: 2.2% | epoch: 1 | remaining: 169s    
step 03123 (43.7%) | loss: 3.795308 | lrm: 1.00 | dt: 42ms | tok/sec: 390,842 | mfu: 2.2% | epoch: 1 | remaining: 169s    
step 03124 (43.7%) | loss: 3.797329 | lrm: 1.00 | dt: 42ms | tok/sec: 389,972 | mfu: 2.2% | epoch: 1 | remaining: 169s    
step 03125 (43.7%) | loss: 3.799324 | lrm: 1.00 | dt: 42ms | tok/sec: 388,552 | mfu: 2.2% | epoch: 1 | remaining: 169s    
step 03126 (43.8%) | loss: 3.810915 | lrm: 1.00 | dt: 42ms | tok/sec: 390,249 | mfu: 2.2% | epoch: 1 | remaining: 169s    
step 03127 (43.8%) | loss: 3.807664 | lrm: 1.00 | dt: 42ms | tok/sec: 390,023 | mfu: 2.2% | epoch: 1 | remaining: 169s    
step 03128 (43.8%) | loss: 3.808155 | lrm: 1.00 | dt: 42ms | tok/sec: 390,853 | mfu: 2.2% | epoch: 1 | remaining: 169s    
step 03129 (43.8%) | loss: 3.805972 | lrm: 1.00 | dt: 42ms | tok/sec: 390,711 | mfu: 2.2% | epoch: 1 | remaining: 169s    
step 03130 (43.8%) | loss: 3.795644 | lrm: 1.00 | dt: 42ms | tok/sec: 389,904 | mfu: 2.2% | epoch: 1 | remaining: 169s    
step 03131 (43.8%) | loss: 3.787046 | lrm: 1.00 | dt: 42ms | tok/sec: 390,624 | mfu: 2.2% | epoch: 1 | remaining: 168s    
step 03132 (43.8%) | loss: 3.775382 | lrm: 1.00 | dt: 42ms | tok/sec: 390,833 | mfu: 2.2% | epoch: 1 | remaining: 168s    
step 03133 (43.9%) | loss: 3.782905 | lrm: 1.00 | dt: 42ms | tok/sec: 390,906 | mfu: 2.2% | epoch: 1 | remaining: 168s    
step 03134 (43.9%) | loss: 3.797244 | lrm: 1.00 | dt: 42ms | tok/sec: 391,314 | mfu: 2.2% | epoch: 1 | remaining: 168s    
step 03135 (43.9%) | loss: 3.801909 | lrm: 1.00 | dt: 42ms | tok/sec: 390,786 | mfu: 2.2% | epoch: 1 | remaining: 168s    
step 03136 (43.9%) | loss: 3.790238 | lrm: 1.00 | dt: 42ms | tok/sec: 390,653 | mfu: 2.2% | epoch: 1 | remaining: 168s    
step 03137 (43.9%) | loss: 3.802565 | lrm: 1.00 | dt: 42ms | tok/sec: 390,804 | mfu: 2.2% | epoch: 1 | remaining: 168s    
step 03138 (43.9%) | loss: 3.802917 | lrm: 1.00 | dt: 42ms | tok/sec: 389,603 | mfu: 2.2% | epoch: 1 | remaining: 168s    
step 03139 (43.9%) | loss: 3.813434 | lrm: 1.00 | dt: 42ms | tok/sec: 388,873 | mfu: 2.2% | epoch: 1 | remaining: 168s    
step 03140 (44.0%) | loss: 3.812142 | lrm: 1.00 | dt: 43ms | tok/sec: 384,023 | mfu: 2.2% | epoch: 1 | remaining: 168s    
step 03141 (44.0%) | loss: 3.818510 | lrm: 1.00 | dt: 44ms | tok/sec: 372,465 | mfu: 2.1% | epoch: 1 | remaining: 168s    
step 03142 (44.0%) | loss: 3.824988 | lrm: 1.00 | dt: 43ms | tok/sec: 378,686 | mfu: 2.2% | epoch: 1 | remaining: 168s    
step 03143 (44.0%) | loss: 3.831096 | lrm: 1.00 | dt: 42ms | tok/sec: 388,829 | mfu: 2.2% | epoch: 1 | remaining: 168s    
step 03144 (44.0%) | loss: 3.825853 | lrm: 1.00 | dt: 42ms | tok/sec: 389,409 | mfu: 2.2% | epoch: 1 | remaining: 168s    
step 03145 (44.0%) | loss: 3.812982 | lrm: 1.00 | dt: 42ms | tok/sec: 390,742 | mfu: 2.2% | epoch: 1 | remaining: 168s    
step 03146 (44.0%) | loss: 3.797935 | lrm: 1.00 | dt: 42ms | tok/sec: 390,740 | mfu: 2.2% | epoch: 1 | remaining: 168s    
step 03147 (44.1%) | loss: 3.801920 | lrm: 1.00 | dt: 42ms | tok/sec: 390,704 | mfu: 2.2% | epoch: 1 | remaining: 168s    
step 03148 (44.1%) | loss: 3.806698 | lrm: 1.00 | dt: 42ms | tok/sec: 390,931 | mfu: 2.2% | epoch: 1 | remaining: 168s    
step 03149 (44.1%) | loss: 3.785661 | lrm: 1.00 | dt: 42ms | tok/sec: 390,518 | mfu: 2.2% | epoch: 1 | remaining: 168s    
step 03150 (44.1%) | loss: 3.789575 | lrm: 1.00 | dt: 42ms | tok/sec: 389,824 | mfu: 2.2% | epoch: 1 | remaining: 168s    
step 03151 (44.1%) | loss: 3.779990 | lrm: 1.00 | dt: 42ms | tok/sec: 390,527 | mfu: 2.2% | epoch: 1 | remaining: 168s    
step 03152 (44.1%) | loss: 3.799135 | lrm: 1.00 | dt: 42ms | tok/sec: 390,573 | mfu: 2.2% | epoch: 1 | remaining: 168s    
step 03153 (44.1%) | loss: 3.799455 | lrm: 1.00 | dt: 42ms | tok/sec: 389,455 | mfu: 2.2% | epoch: 1 | remaining: 168s    
step 03154 (44.2%) | loss: 3.793945 | lrm: 1.00 | dt: 42ms | tok/sec: 388,643 | mfu: 2.2% | epoch: 1 | remaining: 167s    
step 03155 (44.2%) | loss: 3.798352 | lrm: 1.00 | dt: 42ms | tok/sec: 390,920 | mfu: 2.2% | epoch: 1 | remaining: 167s    
step 03156 (44.2%) | loss: 3.793498 | lrm: 1.00 | dt: 42ms | tok/sec: 390,786 | mfu: 2.2% | epoch: 1 | remaining: 167s    
step 03157 (44.2%) | loss: 3.804799 | lrm: 1.00 | dt: 42ms | tok/sec: 390,904 | mfu: 2.2% | epoch: 1 | remaining: 167s    
step 03158 (44.2%) | loss: 3.813451 | lrm: 1.00 | dt: 42ms | tok/sec: 390,673 | mfu: 2.2% | epoch: 1 | remaining: 167s    
step 03159 (44.2%) | loss: 3.831631 | lrm: 1.00 | dt: 42ms | tok/sec: 390,813 | mfu: 2.2% | epoch: 1 | remaining: 167s    
step 03160 (44.2%) | loss: 3.805754 | lrm: 1.00 | dt: 42ms | tok/sec: 390,946 | mfu: 2.2% | epoch: 1 | remaining: 167s    
step 03161 (44.3%) | loss: 3.811390 | lrm: 1.00 | dt: 44ms | tok/sec: 375,947 | mfu: 2.2% | epoch: 1 | remaining: 167s    
step 03162 (44.3%) | loss: 3.816508 | lrm: 1.00 | dt: 43ms | tok/sec: 378,232 | mfu: 2.2% | epoch: 1 | remaining: 167s    
step 03163 (44.3%) | loss: 3.823061 | lrm: 1.00 | dt: 43ms | tok/sec: 384,343 | mfu: 2.2% | epoch: 1 | remaining: 167s    
step 03164 (44.3%) | loss: 3.830715 | lrm: 1.00 | dt: 42ms | tok/sec: 388,596 | mfu: 2.2% | epoch: 1 | remaining: 167s    
step 03165 (44.3%) | loss: 3.825213 | lrm: 1.00 | dt: 43ms | tok/sec: 384,752 | mfu: 2.2% | epoch: 1 | remaining: 167s    
step 03166 (44.3%) | loss: 3.824477 | lrm: 1.00 | dt: 42ms | tok/sec: 387,510 | mfu: 2.2% | epoch: 1 | remaining: 167s    
step 03167 (44.3%) | loss: 3.847105 | lrm: 1.00 | dt: 42ms | tok/sec: 390,110 | mfu: 2.2% | epoch: 1 | remaining: 167s    
step 03168 (44.4%) | loss: 3.821919 | lrm: 1.00 | dt: 42ms | tok/sec: 390,553 | mfu: 2.2% | epoch: 1 | remaining: 167s    
step 03169 (44.4%) | loss: 3.798082 | lrm: 1.00 | dt: 42ms | tok/sec: 390,789 | mfu: 2.2% | epoch: 1 | remaining: 167s    
step 03170 (44.4%) | loss: 3.813014 | lrm: 1.00 | dt: 42ms | tok/sec: 390,995 | mfu: 2.2% | epoch: 1 | remaining: 167s    
step 03171 (44.4%) | loss: 3.819532 | lrm: 1.00 | dt: 42ms | tok/sec: 391,062 | mfu: 2.2% | epoch: 1 | remaining: 167s    
step 03172 (44.4%) | loss: 3.807709 | lrm: 1.00 | dt: 42ms | tok/sec: 390,163 | mfu: 2.2% | epoch: 1 | remaining: 167s    
step 03173 (44.4%) | loss: 3.814336 | lrm: 1.00 | dt: 43ms | tok/sec: 378,400 | mfu: 2.2% | epoch: 1 | remaining: 167s    
step 03174 (44.4%) | loss: 3.810535 | lrm: 1.00 | dt: 45ms | tok/sec: 367,348 | mfu: 2.1% | epoch: 1 | remaining: 167s    
step 03175 (44.5%) | loss: 3.804167 | lrm: 1.00 | dt: 43ms | tok/sec: 382,595 | mfu: 2.2% | epoch: 1 | remaining: 167s    
step 03176 (44.5%) | loss: 3.821186 | lrm: 1.00 | dt: 42ms | tok/sec: 390,325 | mfu: 2.2% | epoch: 1 | remaining: 167s    
step 03177 (44.5%) | loss: 3.802978 | lrm: 1.00 | dt: 42ms | tok/sec: 390,254 | mfu: 2.2% | epoch: 1 | remaining: 167s    
step 03178 (44.5%) | loss: 3.796035 | lrm: 1.00 | dt: 42ms | tok/sec: 390,462 | mfu: 2.2% | epoch: 1 | remaining: 166s    
step 03179 (44.5%) | loss: 3.804193 | lrm: 1.00 | dt: 42ms | tok/sec: 391,067 | mfu: 2.2% | epoch: 1 | remaining: 166s    
step 03180 (44.5%) | loss: 3.814440 | lrm: 1.00 | dt: 42ms | tok/sec: 390,973 | mfu: 2.2% | epoch: 1 | remaining: 166s    
step 03181 (44.5%) | loss: 3.782830 | lrm: 1.00 | dt: 42ms | tok/sec: 390,735 | mfu: 2.2% | epoch: 1 | remaining: 166s    
step 03182 (44.5%) | loss: 3.787157 | lrm: 1.00 | dt: 42ms | tok/sec: 389,508 | mfu: 2.2% | epoch: 1 | remaining: 166s    
step 03183 (44.6%) | loss: 3.770072 | lrm: 1.00 | dt: 42ms | tok/sec: 390,689 | mfu: 2.2% | epoch: 1 | remaining: 166s    
step 03184 (44.6%) | loss: 3.783650 | lrm: 1.00 | dt: 42ms | tok/sec: 390,646 | mfu: 2.2% | epoch: 1 | remaining: 166s    
step 03185 (44.6%) | loss: 3.792666 | lrm: 1.00 | dt: 42ms | tok/sec: 390,538 | mfu: 2.2% | epoch: 1 | remaining: 166s    
step 03186 (44.6%) | loss: 3.801031 | lrm: 1.00 | dt: 42ms | tok/sec: 389,707 | mfu: 2.2% | epoch: 1 | remaining: 166s    
step 03187 (44.6%) | loss: 3.794187 | lrm: 1.00 | dt: 42ms | tok/sec: 389,041 | mfu: 2.2% | epoch: 1 | remaining: 166s    
step 03188 (44.6%) | loss: 3.790740 | lrm: 1.00 | dt: 43ms | tok/sec: 382,703 | mfu: 2.2% | epoch: 1 | remaining: 166s    
step 03189 (44.6%) | loss: 3.790055 | lrm: 1.00 | dt: 42ms | tok/sec: 388,263 | mfu: 2.2% | epoch: 1 | remaining: 166s    
step 03190 (44.7%) | loss: 3.785282 | lrm: 1.00 | dt: 42ms | tok/sec: 388,678 | mfu: 2.2% | epoch: 1 | remaining: 166s    
step 03191 (44.7%) | loss: 3.785757 | lrm: 1.00 | dt: 42ms | tok/sec: 390,649 | mfu: 2.2% | epoch: 1 | remaining: 166s    
step 03192 (44.7%) | loss: 3.784473 | lrm: 1.00 | dt: 42ms | tok/sec: 390,090 | mfu: 2.2% | epoch: 1 | remaining: 166s    
step 03193 (44.7%) | loss: 3.769503 | lrm: 1.00 | dt: 42ms | tok/sec: 390,318 | mfu: 2.2% | epoch: 1 | remaining: 166s    
step 03194 (44.7%) | loss: 3.783735 | lrm: 1.00 | dt: 42ms | tok/sec: 390,464 | mfu: 2.2% | epoch: 1 | remaining: 166s    
step 03195 (44.7%) | loss: 3.792106 | lrm: 1.00 | dt: 42ms | tok/sec: 390,371 | mfu: 2.2% | epoch: 1 | remaining: 166s    
step 03196 (44.7%) | loss: 3.774653 | lrm: 1.00 | dt: 42ms | tok/sec: 386,975 | mfu: 2.2% | epoch: 1 | remaining: 166s    
step 03197 (44.8%) | loss: 3.776796 | lrm: 1.00 | dt: 42ms | tok/sec: 389,654 | mfu: 2.2% | epoch: 1 | remaining: 166s    
step 03198 (44.8%) | loss: 3.785925 | lrm: 1.00 | dt: 42ms | tok/sec: 389,623 | mfu: 2.2% | epoch: 1 | remaining: 166s    
step 03199 (44.8%) | loss: 3.789356 | lrm: 1.00 | dt: 42ms | tok/sec: 390,119 | mfu: 2.2% | epoch: 1 | remaining: 166s    
step 03200 (44.8%) | loss: 3.809178 | lrm: 1.00 | dt: 42ms | tok/sec: 390,362 | mfu: 2.2% | epoch: 1 | remaining: 166s    
step 03201 (44.8%) | loss: 3.810206 | lrm: 1.00 | dt: 42ms | tok/sec: 390,305 | mfu: 2.2% | epoch: 1 | remaining: 166s    
step 03202 (44.8%) | loss: 3.808597 | lrm: 1.00 | dt: 42ms | tok/sec: 390,522 | mfu: 2.2% | epoch: 1 | remaining: 165s    
step 03203 (44.8%) | loss: 3.813202 | lrm: 1.00 | dt: 42ms | tok/sec: 390,720 | mfu: 2.2% | epoch: 1 | remaining: 165s    
step 03204 (44.9%) | loss: 3.815123 | lrm: 1.00 | dt: 42ms | tok/sec: 390,740 | mfu: 2.2% | epoch: 1 | remaining: 165s    
step 03205 (44.9%) | loss: 3.815874 | lrm: 1.00 | dt: 42ms | tok/sec: 390,649 | mfu: 2.2% | epoch: 1 | remaining: 165s    
step 03206 (44.9%) | loss: 3.806839 | lrm: 1.00 | dt: 42ms | tok/sec: 390,540 | mfu: 2.2% | epoch: 1 | remaining: 165s    
step 03207 (44.9%) | loss: 3.800833 | lrm: 1.00 | dt: 42ms | tok/sec: 390,677 | mfu: 2.2% | epoch: 1 | remaining: 165s    
step 03208 (44.9%) | loss: 3.800884 | lrm: 1.00 | dt: 42ms | tok/sec: 390,194 | mfu: 2.2% | epoch: 1 | remaining: 165s    
step 03209 (44.9%) | loss: 3.798748 | lrm: 1.00 | dt: 42ms | tok/sec: 390,278 | mfu: 2.2% | epoch: 1 | remaining: 165s    
step 03210 (44.9%) | loss: 3.801409 | lrm: 1.00 | dt: 42ms | tok/sec: 389,864 | mfu: 2.2% | epoch: 1 | remaining: 165s    
step 03211 (45.0%) | loss: 3.797645 | lrm: 1.00 | dt: 42ms | tok/sec: 388,735 | mfu: 2.2% | epoch: 1 | remaining: 165s    
step 03212 (45.0%) | loss: 3.807244 | lrm: 1.00 | dt: 42ms | tok/sec: 387,204 | mfu: 2.2% | epoch: 1 | remaining: 165s    
step 03213 (45.0%) | loss: 3.808111 | lrm: 1.00 | dt: 42ms | tok/sec: 388,748 | mfu: 2.2% | epoch: 1 | remaining: 165s    
step 03214 (45.0%) | loss: 3.775177 | lrm: 1.00 | dt: 42ms | tok/sec: 390,322 | mfu: 2.2% | epoch: 1 | remaining: 165s    
step 03215 (45.0%) | loss: 3.799980 | lrm: 1.00 | dt: 42ms | tok/sec: 390,212 | mfu: 2.2% | epoch: 1 | remaining: 165s    
step 03216 (45.0%) | loss: 3.803978 | lrm: 1.00 | dt: 42ms | tok/sec: 389,946 | mfu: 2.2% | epoch: 1 | remaining: 165s    
step 03217 (45.0%) | loss: 3.809172 | lrm: 1.00 | dt: 42ms | tok/sec: 390,495 | mfu: 2.2% | epoch: 1 | remaining: 165s    
step 03218 (45.1%) | loss: 3.801572 | lrm: 1.00 | dt: 42ms | tok/sec: 391,107 | mfu: 2.2% | epoch: 1 | remaining: 165s    
step 03219 (45.1%) | loss: 3.808080 | lrm: 1.00 | dt: 42ms | tok/sec: 391,111 | mfu: 2.2% | epoch: 1 | remaining: 165s    
step 03220 (45.1%) | loss: 3.789555 | lrm: 1.00 | dt: 42ms | tok/sec: 389,917 | mfu: 2.2% | epoch: 1 | remaining: 165s    
step 03221 (45.1%) | loss: 3.774259 | lrm: 1.00 | dt: 42ms | tok/sec: 389,594 | mfu: 2.2% | epoch: 1 | remaining: 165s    
step 03222 (45.1%) | loss: 3.782501 | lrm: 1.00 | dt: 42ms | tok/sec: 390,212 | mfu: 2.2% | epoch: 1 | remaining: 165s    
step 03223 (45.1%) | loss: 3.780554 | lrm: 1.00 | dt: 42ms | tok/sec: 390,553 | mfu: 2.2% | epoch: 1 | remaining: 165s    
step 03224 (45.1%) | loss: 3.761131 | lrm: 1.00 | dt: 42ms | tok/sec: 389,736 | mfu: 2.2% | epoch: 1 | remaining: 165s    
step 03225 (45.2%) | loss: 3.780829 | lrm: 1.00 | dt: 42ms | tok/sec: 389,144 | mfu: 2.2% | epoch: 1 | remaining: 165s    
step 03226 (45.2%) | loss: 3.785132 | lrm: 1.00 | dt: 42ms | tok/sec: 390,726 | mfu: 2.2% | epoch: 1 | remaining: 164s    
step 03227 (45.2%) | loss: 3.799997 | lrm: 1.00 | dt: 42ms | tok/sec: 391,042 | mfu: 2.2% | epoch: 1 | remaining: 164s    
step 03228 (45.2%) | loss: 3.792364 | lrm: 1.00 | dt: 42ms | tok/sec: 390,851 | mfu: 2.2% | epoch: 1 | remaining: 164s    
step 03229 (45.2%) | loss: 3.833525 | lrm: 1.00 | dt: 42ms | tok/sec: 390,998 | mfu: 2.2% | epoch: 1 | remaining: 164s    
step 03230 (45.2%) | loss: 3.831724 | lrm: 1.00 | dt: 42ms | tok/sec: 391,004 | mfu: 2.2% | epoch: 1 | remaining: 164s    
step 03231 (45.2%) | loss: 3.828767 | lrm: 1.00 | dt: 42ms | tok/sec: 391,361 | mfu: 2.2% | epoch: 1 | remaining: 164s    
step 03232 (45.2%) | loss: 3.822504 | lrm: 1.00 | dt: 43ms | tok/sec: 380,098 | mfu: 2.2% | epoch: 1 | remaining: 164s    
step 03233 (45.3%) | loss: 3.826226 | lrm: 1.00 | dt: 44ms | tok/sec: 374,146 | mfu: 2.1% | epoch: 1 | remaining: 164s    
step 03234 (45.3%) | loss: 3.829118 | lrm: 1.00 | dt: 43ms | tok/sec: 383,562 | mfu: 2.2% | epoch: 1 | remaining: 164s    
step 03235 (45.3%) | loss: 3.839786 | lrm: 1.00 | dt: 43ms | tok/sec: 377,214 | mfu: 2.2% | epoch: 1 | remaining: 164s    
step 03236 (45.3%) | loss: 3.822219 | lrm: 1.00 | dt: 44ms | tok/sec: 373,321 | mfu: 2.1% | epoch: 1 | remaining: 164s    
step 03237 (45.3%) | loss: 3.833268 | lrm: 1.00 | dt: 43ms | tok/sec: 383,963 | mfu: 2.2% | epoch: 1 | remaining: 164s    
step 03238 (45.3%) | loss: 3.844791 | lrm: 1.00 | dt: 42ms | tok/sec: 388,247 | mfu: 2.2% | epoch: 1 | remaining: 164s    
step 03239 (45.3%) | loss: 3.835301 | lrm: 1.00 | dt: 42ms | tok/sec: 390,385 | mfu: 2.2% | epoch: 1 | remaining: 164s    
step 03240 (45.4%) | loss: 3.816523 | lrm: 1.00 | dt: 42ms | tok/sec: 389,745 | mfu: 2.2% | epoch: 1 | remaining: 164s    
step 03241 (45.4%) | loss: 3.805196 | lrm: 1.00 | dt: 42ms | tok/sec: 390,820 | mfu: 2.2% | epoch: 1 | remaining: 164s    
